	Unnamed: 0	source_link	article_title	article_publish_date	article_text	category
87	243	https://www.reuters.com/article/us-myanmar-landslides/everything-is-gone-dozens-dead-missing-after-myanmar-landslide-idUSKCN1UZ1VW?feedType=RSS&amp;feedName=worldNews	'Everything is gone': Dozens dead, missing after Myanmar landslide	2019-08-09 15:57:53+00:00	"THAPHYU KONE VILLAGE, Myanmar (Reuters) - Rescue workers pulled bodies from the rubble of homes in a village in Myanmar on Saturday where a landslide a day earlier killed at least 32 people, with dozens still missing.

Slideshow ( 5 images )

Heavy rain caused the landslide in Thaphyu Kone village, in the southern Mon state, sending mud crashing into a cluster of houses and burying residents.

“The rescue team found 22 bodies yesterday and seven more this morning,” Tin Maung Ni, the director of Mon state’s fire department, told Reuters, adding that 28 survivors had been freed.

As he spoke, three more bodies were pulled from the mud.

Severe rainfall has pummeled southern Myanmar for days, causing flooding that has displaced at least 12,000 people, according to the United Nations.

Standing beside the ruins of her house, 35-year-old Nyo Nyo Win said, “This was my home. Now, everything is gone. We have nothing left.”

Nine members of her family were killed, including her son and father, she said.

First, lamp posts on the road started to fall off and then villagers ran toward their homes for fear of being electrocuted, she said.

“All the people who made it to their homes were buried, including my father and eight children who were at home. It happened so fast, just in seconds.”

Survivors were sent to a hospital in the nearest major town, Mawlamyine.

“First, I heard a ‘boom’ sound and I was under the mud,” said 35-year-old Phyo Ko Ko Oo.

His left leg was badly scraped as he struggled to free himself.

Chan Aye, 42, said he, his son and wife had been dragged to the river by the landslide.

“I hugged them as we were dragged along with the landslide,” he said.

The U.N. Office for the Coordination of Humanitarian Affairs said in a statement that houses and a school have been washed away in other townships affected by the flooding.

More heavy rainfall is expected in the coming days."	pos
88	246	https://www.staradvertiser.com/2019/02/22/breaking-news/state-declares-pali-highway-a-disaster-area-after-landslides/	State declares Pali Highway disaster area after landslides	2019-02-22 00:00:00	"Lt. Gov. Josh Green, acting on behalf of Gov. David Ige who is in Washington, D.C., issued an emergency proclamation today designating the location of the Pali Highway landslides a disaster area and providing relief for related damage and losses.

The proclamation authorizes the use of state funds to address extensive damage to the slopes along the highway and gives the governor the power to expedite emergency management functions, according to the governor’s office. The proclamation is effective immediately and extends through April 22.

Ige is attending the National Governors Association Winter Meeting in Washington.

The Pali trouble started Monday with landslides near and onto the highway after days of rain.

The landslides closed the highway, a major Windward-downtown artery, until the state Department of Transportation reopened the roadway to one-way, town-bound traffic from 5 to 9 a.m., starting on Thursday. The morning rush-hour, town-bound traffic on weekdays is being contraflowed onto the Kailua-bound lanes.

The highway is also opened for Windward-bound traffic only weekdays from 3 to 7 p.m. for the evening commute.

Transportation officials expect the shutdown to last months as state crews fortify the unstable slopes near the Pali tunnels. The highway will also be closed over the next two weekends as work continues. Next week, it will reopen for the contraflowing of the morning and evening commutes for weekdays.

Hikers are asked to stay away from the Likeke Falls hike below Pali Highway until further notice.

State crews are working to dislodge loose material from the slope. Officials said some material is falling downslope of the highway toward the Koolau Golf Course, posing a rockfall danger to those on the trail below.

The Pali Lookout also remains closed.

Transportation officials said they expect to issue an update on proposed slope stabilization designs and a revised schedule for access using the Windward-bound lanes during the week of March 4.

Lt Gov Proclamation by on Scribd"	pos
89	252	https://www.reuters.com/article/us-myanmar-mine/lives-are-cheap-grief-anger-as-landslide-rocks-myanmars-jade-hills-idUSKCN1SN0NB?feedType=RSS&amp;feedName=worldNews	'Lives are cheap': Grief, anger as landslide rocks Myanmar's jade hills	2019-05-17 07:06:38+00:00	"HPAKANT, Myanmar/YANGON (Reuters) - When Brang Aung left home in early April, his wife pleaded for him to stay for their newborn son’s naming ceremony, just a few weeks later.

The wife of Lamung Brang Aung, a miner whose body cannot be retrieved from the collapsed mud pond, poses for a photo with their child in Hpakant, Kachin, Myanmar April 28, 2019. REUTERS/Shoon Naing

Instead, the youthful 43-year-old returned to his job a three-hour journey away as a backhoe operator for a jade mining company, keen to earn money to support a growing family, four relatives told Reuters.

Brang Aung had worked in Hpakant, northern Myanmar’s notoriously dangerous mining district, for eight years, but still told his family - Christians from the Kachin ethnic minority - to pray for his safety.

During a night shift on April 22, disaster struck. A muddy lake above his employer’s mining site breached its banks, unleashing a wave of water and dirt that buried 55 men instantly. None survived.

The tragedy was a reminder of the dangers workers such as Brang Aung face daily unearthing the valuable gemstone that is prized in neighboring China.

“The companies are earning a lot, but they don’t value the lives of the people at all,” said Brang Aung’s mother, Hkawn Bu. “It’s not just one or two people who have died, it’s hundreds. The government should protect its own citizens.”

The family never held a naming ceremony, but call the boy Htoi San Aung, the name Brang Aung had chosen for his son.

Jobs in the hills of Hpakant can pay well by the standards of rural Myanmar - Brang Aung earned around $290 a month. But the area has a reputation for lawlessness, with high rates of drug addiction and HIV, and the jade mines themselves are frequently hit by deadly accidents.

The government of Nobel laureate Aung San Suu Kyi pledged to clean up the industry when it took power in 2016, but activists say little has changed.

Reliable statistics on safety in Hpakant were not available, but media have reported scores killed in the past three years, many of them freelance “jade pickers” who scour tailings - the residue from mining - for stones that have been missed by larger operators.

Myo Nyunt, a spokesman for Suu Kyi’s National League for Democracy (NLD) party, said the jade industry was beset by “many difficulties because regulations are not being followed”.

Regulations were still being drafted to implement a new law passed last year that would help bring mining under control by limiting the area covered by individual licenses, he said, reducing the power of large companies.

“The more we can control the influence of big companies, the more effectively we can work on workers’ safety,” Myo Nyunt said.

‘UNLAWFUL SITUATION’

Undated photos of the site taken before the incident in which Brang Aung was killed, posted on Facebook, show a large pool of water had formed above where his employer, Myanmar-owned Nine Golden Dragons, was digging for jade.

The company and a neighboring block’s occupant, Myanmar Thura, had scraped away the earth until a cliff towered above them on one side, with the muddy lake on the other.

Reuters was unable to reach either of the companies for comment. Office addresses for both listed on a government companies’ registry were out of date. Workers present at the mine site when Reuters visited declined to comment.

Suu Kyi’s NLD won a landslide victory in a historic election in November 2015, the same month that a massive slag heap collapsed in Hpakant and killed more than 100 people. A spokesman for the party told Reuters at the time the new administration would review regulations to ensure the mining area was safe.

Months after taking power, the NLD government announced a moratorium on new licenses, drawing praise from activists.

But companies whose licenses expire often simply move their machinery to a mining block licensed to another company and enter an informal revenue-sharing arrangement, monitors say.

Aung Nyunt Thein, managing director of the Myanmar Gems Enterprise, a state-owned enterprise that is the main regulator of the jade industry, said firms were allowed to agree to “share” their business in this way.

A group of community organizations wrote to President Win Myint in September last year, warning of the dangers of an “unlawful situation” in Hpakant.

The letter raised concerns about environmental damage from mining, the overuse of dynamite, and violent crime and drug abuse going unchecked in the area.

“Many people have also been killed by landfill collapses because of dumping earth without discipline,” the letter said.

Reuters was unable to reach officials at the president’s office for comment.

Aung Nyunt Thein said Myanmar Gems Enterprise does regulate mining in the area, for example by restricting companies’ use of dynamite. But he added: “Hpakant is not normal. The rule of law is weak there.”

Another official at the regulator, deputy managing director Thet Khaing, said officials “don’t have the resources to manage the quantity of permissions we have given”.

“JUST DOING THEIR WORK”

Five days after the April 22 collapse, the scene was unrecognizable from the earlier photographs.

Kyaw Kyaw Lwin, one of about a dozen rescue workers still on the site, told visiting Reuters reporters that there was no hope of pulling bodies from the deep pit of thick mud that had entombed the workers and their machines.

“It’s impossible to find a body in this mud. If a body floats up, we try our best to retrieve it,” he said.

Some machinery was recovered from the mud, but just five bodies were retrieved. Brang Aung’s was not among them.

“The thing I want most is for them to find the body of my son,” said Hkawn Bu, shedding a tear. “Whatever the body looks like, whether it’s black and blue, I want to see it.”

Following the collapse, authorities suspended 17 mining blocks belonging to 11 companies around Hpakant, citing safety concerns. Nine Golden Dragons and Myanmar Thura, named by authorities as the two companies whose workers died on April 22, were not included and have faced no censure.

According to data submitted by Myanmar as part of the Extractive Industries Transparency Initiative (EITI), Nine Golden Dragons holds three active licenses in Maw Wan Lay, the area of the collapse, as well as eight other active licenses.

Myanmar Thura has held three licenses in different areas nearby, but all had expired by the end of 2017, the data shows.

Myanmar Gems Enterprise investigated the incident and found the companies were not at fault, said Aung Myint Thein.

“According to our investigation they didn’t break the rules. They were just doing their work and the instability of the earth happened,” he said.

Brang Aung’s family accepted compensation of about $30,000 from his employer. It was more than most have received in past payouts for industrial accidents in Hpakant, according to activists.

The total compensation paid to families of the April 22 disaster’s victims would be equivalent to just “one good piece of jade”, Hkawn Bu told Reuters. Jade brokers say a high quality jade stone can be worth in excess of $1 million.

Official sales of jade in Myanmar were worth 671 million euros ($750.04 million) in 2016-17, the most recent year for which government data has been published under EITI.

But experts believe the true value of the industry, which mainly exports to China, is much larger.

The New York-based Natural Resource Governance Institute (NRGI) estimates that between 59% and 74% of jade by volume is not registered with authorities and therefore out of sight of tax authorities, based on data from 2014 to 2016.

Regulators remain underfunded and unable to inspect the hundreds of mining operations, said Maw Htun Aung, NRGI’s Myanmar country manager.

“Nobody follows the safety procedure,” he said of the state of the industry in Hpakant. “Lives are really cheap.”"	pos
90	253	http://www.hawaiinewsnow.com/2019/02/20/drivers-describe-scary-moments-landslides-send-rocks-dirt-raining-down-cars/	Drivers describe ‘scary’ moments as landslides send rocks raining down on cars	2019-02-20 00:00:00	"HONOLULU (HawaiiNewsNow) - Two families caught off guard by the falling debris from landslides on the Pali Highway on Monday afternoon are counting their blessings.

The highway remains closed in both directions as the Hawaii Department of Transportation inspects the slopes near the tunnels.

Athena Zamora was heading to Kailua with her two daughters.

She said they passed the tunnels and made it through just before most of the mud and large rocks started coming down on the right lane.

Some dirt and debris struck her car, but she had to keep driving until she reached a runaway truck ramp to pull over and call police.

Zamora was relieved that there was only a small dent on her vehicle.

“It was a pretty scary event, something that I probably won’t soon forget. The sound, it was pretty significant,"" she said. “My daughters were pretty shaken up. We’re fine. We’re thankful and grateful with the outcome.”

Authorities closed the right lane and later shut down all Kailua-bound lanes of the highway at Waokanaka Street.

A larger landslide came down near the tunnels in the opposite direction at about 4:15 p.m.

The debris struck a truck driven by Kaneohe resident Yoster Loney.

Two of his five children who were riding with him in the cab suffered minor injuries.

His girlfriend, who was sitting in the bed of the truck, was seriously hurt.

“(There was) mud on the windshield and on the backside mud, too, rocks and small kind of wood,” said Loney.

The three victims were released from the Queen’s Medical Center late Monday night.

Copyright 2019 Hawaii News Now. All rights reserved."	pos
91	256	https://www.sierrawave.net/5-8-earthquake-south-of-lone-pine-near-olancha/	5.8 Earthquake south of Lone Pine near Olancha! (Wed. June 24) - Sierra Wave: Eastern Sierra News	2020-06-24 11:19:16-07:00	"There was definitely some ground movement this morning at 10:40 a.m. It has been reported that a magnitude 5.8 earthquake occurred 12 miles south of the town of Lone Pine, according to the U.S. Geological Survey. Social media immediately took note of the earthquake, which was felt as far away as Los Angeles, Las Vegas, Central Valley and Southern California. Lone Pine, Independence, Big Pine and Bishop have not reported any serious damage to structures or injuries.

A quick call to the Inyo County Public Information Officer, Carma Roper, at the Inyo County Sheriff’s Office, found that no damage had as yet been reported other than a possible rock slide in the area, which they were on there way to investigate. Later it was reported that there might be injuries as a result of the rock slide, but that has not yet been confirmed. Lone Pine Fire Department has responded along with the Sheriff’s Department.

[Sheriff Update 2:14 pm: Whitney Portal area is closed and campgrounds are being evacuated due to rock slide south of the main parking lot. No injuries reported at this time. It is unclear at this time if the main Mt Whitney trail has been affected. It is believed that this slide was triggered by the recent 5.8 earthquake near the Lone Pine area.



Onion Valley Road: open, no reported damage; Horseshoe Meadows Road: closed, debris/rocks in the road; Glacier Lodge Road: open, no reported damage

We are assessing a reported rockslide on Whitney Portal Road and reported debris on Horseshoe Meadows Road. No additional information is known at this time. All updates will be posted.]

Kathleen New, the Chamber of Commerce Executive Director in Lone Pine, reported that they exited the office as soon as the ground started moving and that, “I was really surprised at how long it lasted.” She had no reports of damage other than next door at Gardner’s Hardware, which she said “Was a bit of a mess.” She was going to go over to help the owners “clean up.”

Sierra Wave’s Kat Greenman was in Lone Pine in front of Lee’s Frontier Liquor & Deli & Gas when the earthquake hit. She said it scared the **** out of her! She had never been outside during one and she said that it almost caused her to lose her balance, something that’s never before happened.

Kathy Chambers, the librarian at the Lone Pine Library, told Sierra Wave that she was at home when the earthquake struck, but went immediately to the library (which was closed due to the coronavirus pandemic) to assess the damage. She said there’s plenty of books on the floor and that in one aisle in particular, she couldn’t even walk down it.

Lone Pine is no stranger to earthquakes. Just days prior to today’s shaker, the area has experienced several small earthquakes which are reportedly taken place under the Owens Dry Lake Bed.

In 1872 on March 26, the Owens Valley earthquake (a.k.a., Lone Pine earthquake) killed twenty-seven people and injured fifty-six. It had a magnitude 7.4 to 7.9 and was one of the largest earthquakes to hit California in recorded history, similar in size to the 1906 San Francisco earthquake.

Sierra Wave will keep you posted as more information comes in."	neg
92	259	https://www.wral.com/caught-on-camera-a-half-mile-long-landslide-in-norway-buildings-collapse/19131096/	Caught on camera: A half-mile long landslide in Norway, buildings collapse :: WRAL.com	2020-06-05 07:15:00-04:00	Eight buildings and a caravan slide into the sea in Alta, Norway on June 3 -- and miraculously, no one was hurt. Buildings and debris were left floating as other parts of the eroded land continued to crumble nearby. Local media outlets reported that one person was evacuated and a dog was swept into the see but he swam ashore. (Video source: Jan Egil Bakkerby).	pos
93	265	https://www.npr.org/2021/02/08/965515638/landslide-in-northern-india-leaves-at-least-24-dead-more-missing?t=1612842431005	Landslide In Northern India Leaves At Least 24 Dead, More Missing	2021-02-08 00:00:00	"Landslide In Northern India Leaves At Least 24 Dead, More Missing

A landslide in the Himalayas in Northern India has killed at least two dozen people and more than 150 are missing.

ARI SHAPIRO, HOST:

A massive search-and-rescue operation is underway in Northern India. On Sunday, a landslide barreled down out of the Himalayan mountains. At least two dozen people have been killed. More than 150 are missing. NPR's Lauren Frayer reports from Mumbai.

LAUREN FRAYER, BYLINE: One local resident said it happened so fast there was no time to alert anyone.

(SOUNDBITE OF LANDSLIDE)

FRAYER: Video shows a torrent of rocks, water and debris surging down a ravine below the Nanda Devi glacier. A hydroelectric dam snaps in half and washes away. Many of those missing are construction workers trapped in a tunnel underground.

(SOUNDBITE OF MACHINERY RUNNING)

FRAYER: Soldiers and police are spending a second night trying to dig them out. This man was one of the lucky ones pulled out alive.

UNIDENTIFIED PERSON: (Non-English language spoken).

FRAYER: ""We'd lost all hope. We thought we would die,"" he says, describing how he clung to the tunnel's roof as water gushed in. This is an area of India's Uttarakhand state, where mighty rivers pour down from the Himalayas. But environmental experts have long warned against building dams and power plants there because it's ecologically fragile and so prone to floods and landslides. In 2013, about 6,000 people died in flooding there.

DAN SHUGAR: We're starting to see, you know, some of the impacts of climate change - increased numbers of landslides, really large landslides in the high mountains.

FRAYER: Geoscientist Dan Shugar is on the other side of the world at the University of Calgary poring over satellite images of this disaster.

SHUGAR: What's a little odd about this one is, you know, it happened in February when, you know, the ground ought to be frozen.

FRAYER: Indian authorities have described this as a glacial break, part of the Nanda Devi glacier cleaving off. But Shugar says it looks to him more like a landslide. He says it'll take weeks or months to investigate.

(SOUNDBITE OF HELICOPTER WHIRRING)

FRAYER: Meanwhile, the Indian military is airlifting in more equipment. The people trapped underground may have only hours.

Lauren Frayer, NPR News, Mumbai.

(SOUNDBITE OF AGNES OBEL'S ""CITIZEN OF GLASS"")

Copyright © 2021 NPR. All rights reserved. Visit our website terms of use and permissions pages at www.npr.org for further information.

NPR transcripts are created on a rush deadline by an NPR contractor. This text may not be in its final form and may be updated or revised in the future. Accuracy and availability may vary. The authoritative record of NPR’s programming is the audio record."	pos
94	267	https://news.mb.com.ph/2019/10/16/landslide-kills-22-in-southern-ethiopia/	News	2019-10-16 00:00:00	"Compared to the recorded number of Covid-19 cases from May 9 to 15, the average daily rate from May 16 to 22 is 9.9 percent higher.

This was according to the weekly Covid-19 data of the country released by the Department of Health (DOH) on Monday, May 23, noting that the average daily rate in the recent week is 173."	neg
95	268	https://www.reuters.com/article/us-chad-mining-landslide/about-30-killed-in-landslide-at-chad-gold-mine-idUSKBN1WB17X	About 30 killed in landslide at Chad gold mine	2019-09-26 10:26:37+00:00	"N’DJAMENA (Reuters) - A landslide at an illegal gold mine in Chad has killed about 30 people, a government minister said on Thursday.

The mine in the Tibesti region near the Libyan border collapsed early on Tuesday and more victims might still be buried in the rubble, defense minister Mahamat Sala told Reuters.

Tibesti has witnessed rapid growth in illegal mining in recent years, often by refugees from Sudan looking for quick money to head to Europe or by rebels fighting the army.

Unsafe methods and a lack of oversight mean accidents are common at such mines in Africa, where impoverished communities seek a share of the vast resources that are usually dug up by international companies, processed and sent overseas.

Last June, more than 40 people died when part of a Glencore copper and cobalt mine collapsed in southeast Congo."	pos
96	270	https://www.thevibes.com/articles/news/50065/450-people-rescued-from-floods-landslides-along-karak-highway	450 people rescued from floods, landslides along Karak highway	2021-12-20 07:05:00+08:00	"KUANTAN – About 450 drivers and passengers of vehicles stranded on the Kuala Lumpur-Karak Highway due to landslides and floods yesterday were rescued in stages, beginning early yesterday.

A spokesman for Anih Bhd said that a tow truck service will be used today to remove vehicles stranded at the location.

According to her, the all-day operation that started at around 7am was conducted only after the location could be accessed by the concession company’s staff.

She said all personnel had been stationed at several locations on the highway to render relevant assistance, such as distributing food and beverages to the victims.

As at 10pm last night, the Km76 to Km126 stretch of the Karak-Temerloh route was still closed in both directions.

Meanwhile, Pengurusan Air Pahang Bhd (Paip) chief executive officer Saiful Zaini Mohd Bokhari said a total of 13 water treatment plants (LRAs) involving the districts of Kuantan, Temerloh, Bentong, Lipis and Raub are not operational due to flooding.

He said following the shutdown of the LRAs, a total of 53,916 user accounts experienced water supply disruptions.

“The closure started yesterday with four LRAs, but increased to 13 LRAs due to rising river water levels as well as power outages from Tenaga Nasional Bhd.

“Assistance in the form of clean water supply and static tanks has been mobilised to the affected relief centres, but there are still many areas that are flooded, causing difficulty in delivering treated water via tankers,” he said in a statement last night. – Bernama, December 20, 2021"	pos
97	271	https://www.staradvertiser.com/2019/03/01/hawaii-news/pali-highway-will-continue-contraflow-next-week-as-crews-continue-rockfall-repairs/	Pali Highway to keep contra-flow lanes next week as crews continue rockfall repairs	2019-03-01 00:00:00	"State officials said the townbound morning contraflow for Pali Highway will be in place next week, along with evening access for Kailua-bound traffic, as crews continue to work on emergency rockfall repairs.

The schedule for the Pali Highway Monday through Friday next week will be:

>> 5 to 9 a.m.: Two lanes available for the Honolulu bound morning contraflow.

>> 3 p.m. to 7 p.m.: Both lanes open for the Windward-bound evening commute.

The highway will remain closed on weekends, with the exception of Saturday night, when the H-3 freeway is scheduled for tunnel road maintenance.

The Kailua-bound direction of the Pali will be open from 7 p.m. Saturday through 7 a.m. Sunday while the H-3, Kaneohe bound, will be closed between the Halawa and Halekou interchanges.

The state Department of Transportation plans to provide another update next week, including the possibility of extended access hours.

In the meantime, officials ask motorists to drive with caution through the Pali tunnels, which have no lights after the rockslide damaged electrical conduits.

Electronic message signs about the tunnel lights are posted at the Pali lookout going Honolulu bound, and at the runaway truck ramp on the Windward side.

Crews have replaced reflectors and striped edge lines within the tunnels to improve visibility on Pali Highway, and plan to install additional reflectors on the road to the hairpin turn, transportation officials said Power is expected to be restored to the Pali tunnels by March 8.

Transportation Department officials are considering several slope stabilization measures above Pali Highway and the possible extension of Pali Tunnel townbound to provide rockfall protection on the roadway between the tunnels."	neg
98	274	https://www.itv.com/news/2019-04-27/cyclone-kenneth-five-dead-as-flooding-and-mudslides-hit-mozambique-after-storms/	Cyclone Kenneth: Five dead as flooding and mudslides hit Mozambique after storms	2019-04-27 00:00:00	"Mozambique's government has urged many people to immediately seek higher ground after at least five people were killed in Cyclone Kenneth.

Authorities fear flooding and mudslides in the days ahead after heavy rain lashed the region.

Nearly 700,000 people could be at risk, with many left exposed and hungry as waters rise.

A soccer goalpost lies in a pool of water in Pemba city. Credit: AP

Mozambique's disaster management agency said one person had died in Pemba city and another in hard-hit Macomia district, while residents on Ibo island said two people died there.

Details on the fifth death were not immediately available.

Nearly 3,500 homes in parts of the country's northernmost Cabo Delgado province were partially or fully destroyed, with electricity cut, some roads blocked and at least one key bridge collapsed.

Some schools and health centres were damaged.

""There's a very intense strip of destruction where the wind first made impact in coastal districts,"" Nicholas Finney, response team leader with the aid group Save the Children, told The Associated Press after visiting Macomia district.

Community members look at rubble and other items washed close to their doorstep when Cyclone Kenneth struck. Credit: AP

The team found people in shock in a region where a cyclone had never been recorded in the modern age.

Terrified children and traumatised parents ""face a huge task to start to rebuild"", he said.

Rain is forecast over the next several days and Mozambique's meteorological authority said the storm could potentially move back out to sea and intensify again, Mr Finney added.

""It doesn't look good, quite honestly,"" he said of the risk of flooding.

As water levels rose, Mozambique authorities asked residents of Mecufi and Chiure districts and parts of Macomia and Muidumbe districts to immediately seek higher ground.

Some rivers in the region have burst their banks in the past, notably in 2000.

Children play outside a school that had its roof destroyed. Credit: AP

Cyclone Kenneth arrived late on Thursday, just six weeks after Cyclone Idai ripped into central Mozambique and killed more than 600 people.

This was the first time in recorded history that the southern African nation has been hit by two cyclones in one season, again raising concerns about climate change.

The remnants of Kenneth, which packed the power of a Category 4 hurricane, could dump twice as much rain as Idai did last month, the UN World Program has said.

Some forecasts warned of as much as nine inches of torrential rain, or about a quarter of the average annual rainfall for the region.

The International Federation of Red Cross and Red Crescent Societies reported heavy damage to Cabo Delgado province, with the communities of Macomia, Quissanga and Mocimboa da Praia of highest concern.

Communications remained challenging in some areas as authorities and aid groups scrambled to assess the damage, especially in more far-flung communities in the largely rural region.

""The situation wasn't worse thanks to awareness-raising work by local authorities,"" Mozambique's disaster management agency said.

People left homeless tried to patch together shelters from the rain.

""I'm looking for someone to lend me a porch so I can clean it up and stay with my family,"" one Macomia resident, Wild Eusebio, told the Portuguese news agency Lusa.

Another family of 13 people, including eight children, was living in an improvised plastic tent, the report said."	pos
99	275	https://www.telegraph.co.uk/news/2019/07/14/floods-mudslides-lightning-kill-least-75-monsoon-blasts-nepal/	Floods, mudslides and lightning kill at least 75 as monsoon blasts Nepal, Bangladesh and India	2019-07-14 00:00:00	"Flooding and landslides triggered by heavy rainfall have killed at least 50 people in Nepal in the past few days, with more deaths reported across the border in India and Bangladesh, officials said onSunday.

At least 30 other people were missing in Nepal, either swept away by swollen rivers or buried by mudslides since monsoon rains began pounding the region on Friday, Nepal's National Emergency Operation Center said.

The center said nine key highways remained blocked by floods and mudslides, and attempts were underway to open them up for traffic. Among them is the East-West Highway, which connects Nepal's southern districts.

Other roads were being cleared by thousands of police and soldiers. Continuing bad weather has grounded helicopter rescue flights. Workers were also repairing fallen communication towers to restore phone lines.

Thirty people have been treated for injuries and more than 1,100 others rescued from flooded areas. More than 10,000 are estimated to have been displaced."	neg
100	276	https://www.npr.org/2019/10/12/769766429/typhoon-hagibis-leaves-2-dead-as-flooding-and-landslides-threaten-more-lives?utm_medium=RSS&amp;utm_campaign=news	Typhoon Hagibis Leaves 2 Dead As Flooding And Landslides Threaten More Lives	2019-10-12 00:00:00	"Typhoon Hagibis Leaves 2 Dead As Flooding And Landslides Threaten More Lives

Enlarge this image toggle caption Jae C. Hong/AP Jae C. Hong/AP

Typhoon Hagibis, the largest to hit Japan in 61 years, made landfall Saturday evening, sweeping northeast through the Tokyo region as a 5.7 magnitude earthquake struck an area in the storm's path earlier that day.

According to NHK, Japan's national broadcaster, the storm's path has left two dead, 10 missing and 90 injured so far, the 19th named storm this year. At least eight rivers have flooded their banks, several dams have begun discharging water and landslides threaten those sheltering in their homes as Hagibis continues to pour down a record amount of rain and whip the land with strong winds. If the dams do release their water in an emergency measure, they risk flooding downstream areas that already face storm surges, where civilians may not have evacuated.

As NPR reported on Friday, the Japan Meteorological Agency forecast chief Yasushi Kajihara said that Hagibis resembled the 1958 Kanogawa Typhoon that killed more than 1,200. Although the typhoon abated after landfall and has made its way back to the Pacific Ocean without numbers approaching those of the Kanogawa Typhoon, the death toll may rise as recovery and rescues continue for those threatened by continued flooding and landslides.

Officials in Gunma Prefecture said a landslide destroyed houses in Tomioka Saturday evening. Two persons were rescued from the wreckage, but one died afterward. Another two are missing in a Fukushima landslide, according to the Japan Times.

Evacuation orders are still in place for more than 4 million people, although the JMA has lifted emergency warnings on Nagano, Niigata and Fukushima prefectures. Miyagi and Iwate prefectures are still under emergency warnings and are at extreme risk of landslides, and most of central and eastern Japan are under general warnings.

Enlarge this image toggle caption Toru Hanai/AP Toru Hanai/AP

The typhoon made landfall in Shizuoka prefecture Saturday evening local time as the 5.7-magnitude earthquake off the coast of neighboring Chiba province sent tremors ahead of the storm's fury. No tsunami warning was issued after the earthquake. Just north of Shizuoka is Tokyo prefecture, where NHK reports that the Tokyo and Nagano governments have asked Japan's military to assist in the region.

The storm, as of midnight local time, had passed through the Tokai, Tokyo and Kanto regions and is projected to move along the northeastern coast past Hokkaido and the Kuril Islands, according to the JMA. The storm has also left more than 430,000 homes in the Tokyo metropolitan region without power, according to NHK.

Transportation has been disrupted over the weekend, with the Japan Times reporting that rail and airport service has been cancelled in the affected areas until deemed safe. NPR reported that All Nippon Airways grounded all domestic flights coming out of the Tokyo region on Saturday, and the Japan Times reported that Central Japan Railway Co. canceled all shinkansen, or bullet train, service on Saturday.

The storm has also forced the cancellation of Rugby World Cup games as the event approaches the quarterfinals. Two games have already been cancelled, and the Scottish Rugby Union has threatened legal action if its game with Japan is cancelled, not rescheduled, which would advance the Japanese team and send the Scots home.

Typhoon Faxai ripped through Tokyo about a month ago, killing three and injuring 147 after it made landfall in Chiba prefecture. The Japan Times reported that the Abe administration was heavily criticized in the aftermath of that storm for not holding a meeting of ministers before or after landfall as power outages continued in Chiba prefecture well after the storm had passed.

As Hagibis approached the Japanese mainland, Abe's cabinet held a disaster management meeting Friday in order to act more ""proactively"" than with Faxai."	pos
101	284	https://mb.com.ph/2022/01/19/flooding-landslides-likely-in-parts-of-bicol-eastern-visayas-due-to-shear-line/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=flooding-landslides-likely-in-parts-of-bicol-eastern-visayas-due-to-shear-line	Flooding, landslides likely in parts of Bicol, Eastern Visayas due to shear line	2022-01-19 00:00:00	"(PIXABAY)

The Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) on Wednesday, Jan. 19, warned of possible flash floods or landslides in some parts of Bicol and Eastern Visayas due to rains from the shear line–a region where warm and cold winds converge.

“In the next 24 hours, the shear line will bring light to moderate with at times heavy rains over Northern Samar, the northern portion of Eastern Samar, Sorsogon, Albay, and Catanduanes,” PAGASA warned.

“Under these conditions, scattered flooding and rain-induced landslides are likely, especially in areas that are highly or very highly susceptible to these hazards as identified in hazard maps and in areas with significant antecedent rainfall,” it added.

Moreover, PAGASA advised the public and disaster risk reduction and management offices concerned to take appropriate actions.

“PAGASA Regional Services Division may issue local heavy rainfall warnings, rainfall/thunderstorm advisories, and other severe weather information specific to their areas of responsibility as appropriate,” it said.

Meanwhile, the northeast monsoon or “amihan” is expected to continue to bring cold weather and some rains over Metro Manila and the rest of Luzon and Visayas.

In Mindanao, partly cloudy to cloudy skies with isolated rain showers may prevail due to localized thunderstorms."	pos
